Entity,Code,Year,production|Coal|Mine|tonnes
Indonesia,IDN,2011,353270937
Indonesia,IDN,2012,386077357
Indonesia,IDN,2013,474371369
Indonesia,IDN,2014,458096707
Indonesia,IDN,2015,461566080
Indonesia,IDN,2016,456197775
Indonesia,IDN,2017,461248184
Indonesia,IDN,2018,557772940
Indonesia,IDN,2019,616159594
Indonesia,IDN,2020,563728255
Indonesia,IDN,2021,613990256
Indonesia,IDN,2022,687432384
Indonesia,IDN,2023,775181855
Iran,IRN,1970,323000
Iran,IRN,1971,400000
Iran,IRN,1972,1000000
Iran,IRN,1973,1000000
Iran,IRN,1974,1200000
Iran,IRN,1975,879900
Iran,IRN,1976,900000
Iran,IRN,1977,900000
Iran,IRN,1978,900000
Iran,IRN,1979,900000
Iran,IRN,1980,700000
Iran,IRN,1981,600000
Iran,IRN,1982,700000
Iran,IRN,1983,1026000
Iran,IRN,1984,1241000
Iran,IRN,1985,1252000
Iran,IRN,1986,1262000
Iran,IRN,1987,1518612
Iran,IRN,1988,1625214
Iran,IRN,1989,1457406
Iran,IRN,1990,1435318
Iran,IRN,1991,1480091
Iran,IRN,1992,1507697
Iran,IRN,1993,1665164
Iran,IRN,1994,1884985
Iran,IRN,1995,1847994
Iran,IRN,1996,1726297
Iran,IRN,1997,1598529
Iran,IRN,1998,1830020
Iran,IRN,1999,1775174
Iran,IRN,2000,1991865
Iran,IRN,2001,2017998
Iran,IRN,2002,2075619
Iran,IRN,2003,2170079
Iran,IRN,2004,2079604
Iran,IRN,2005,1898417
Iran,IRN,2006,2432000
Iran,IRN,2007,2525000
Iran,IRN,2008,2520000
Iran,IRN,2009,2180810
Iran,IRN,2010,2500000
Iran,IRN,2011,2499495
Iran,IRN,2012,831000
Iran,IRN,2013,1183000
Iran,IRN,2014,1375000
Iran,IRN,2015,1339000
Iran,IRN,2016,1340000
Iran,IRN,2017,1371562
Iran,IRN,2018,1749540
Iran,IRN,2019,1585531
Iran,IRN,2020,1669515
Iran,IRN,2021,1298163
Iran,IRN,2022,2273241
Iran,IRN,2023,1542015
Italy,ITA,1970,1688753
Italy,ITA,1971,1582629
Italy,ITA,1972,990318
Italy,ITA,1973,1306044
Italy,ITA,1974,1963747
Italy,ITA,1975,2052111
Italy,ITA,1976,2029331
Italy,ITA,1977,1843931
Italy,ITA,1978,1868078
Italy,ITA,1979,2122926
Italy,ITA,1980,1932571
Italy,ITA,1981,1957958
Italy,ITA,1982,1912677
Italy,ITA,1983,1736643
Italy,ITA,1984,1806103
Italy,ITA,1985,1892436
Italy,ITA,1986,1541218
Italy,ITA,1987,1657100
Italy,ITA,1988,1648781
Italy,ITA,1989,1554910
Italy,ITA,1990,1549067
Italy,ITA,1991,1733344
Italy,ITA,1992,1245764
Italy,ITA,1993,1070000
Italy,ITA,1994,626000
Italy,ITA,1995,365800
Italy,ITA,1996,264400
Italy,ITA,1997,203061
Italy,ITA,1998,83700
Italy,ITA,1999,80000
Italy,ITA,2000,120000
Italy,ITA,2001,130000
Italy,ITA,2002,100000
Japan,JPN,1970,39868230
Japan,JPN,1971,33565000
Japan,JPN,1972,29092000
Japan,JPN,1973,22500000
Japan,JPN,1974,20408769
Japan,JPN,1975,19063000
Japan,JPN,1976,18446450
Japan,JPN,1977,18300956
Japan,JPN,1978,19028113
Japan,JPN,1979,17671296
Japan,JPN,1980,18052648
Japan,JPN,1981,17698924
Japan,JPN,1982,17617563
Japan,JPN,1983,17002204
Japan,JPN,1984,16707708
Japan,JPN,1985,16354519
Japan,JPN,1986,16025817
Japan,JPN,1987,13046619
Japan,JPN,1988,11235996
Japan,JPN,1989,10201549
Japan,JPN,1990,8262891
Japan,JPN,1991,8060000
Japan,JPN,1992,7600000
Japan,JPN,1993,7200000
Japan,JPN,1994,6931000
Japan,JPN,1995,6260000
Japan,JPN,1996,6480000
Japan,JPN,1997,4270000
Japan,JPN,1998,3660000
Japan,JPN,1999,3689513
Japan,JPN,2000,3147000
Japan,JPN,2001,3208000
Japan,JPN,2002,1315655
Japan,JPN,2003,1353379
Japan,JPN,2004,1339447
Japan,JPN,2005,1146491
Japan,JPN,2006,1100000
Kazakhstan,KAZ,1992,126536000
Kazakhstan,KAZ,1993,111880000
Kazakhstan,KAZ,1994,107500000
Kazakhstan,KAZ,1995,83391000
Kazakhstan,KAZ,1996,76831000
Kazakhstan,KAZ,1997,72647000
Kazakhstan,KAZ,1998,69772600
Kazakhstan,KAZ,1999,58377600
Kazakhstan,KAZ,2000,74872400
Kazakhstan,KAZ,2001,79135200
Kazakhstan,KAZ,2002,73731100
Kazakhstan,KAZ,2003,84716900
Kazakhstan,KAZ,2004,86875100
Kazakhstan,KAZ,2005,86367700
Kazakhstan,KAZ,2006,96155100
Kazakhstan,KAZ,2007,98383900
Kazakhstan,KAZ,2008,111072300
Kazakhstan,KAZ,2009,100854000
Kazakhstan,KAZ,2010,110929000
Kazakhstan,KAZ,2011,116449000
Kazakhstan,KAZ,2012,120528000
Kazakhstan,KAZ,2013,119860000
Kazakhstan,KAZ,2014,114562600
Kazakhstan,KAZ,2015,107318200
Kazakhstan,KAZ,2016,103059000
Kazakhstan,KAZ,2017,107891800
Kazakhstan,KAZ,2018,114137400
Kazakhstan,KAZ,2019,110738000
Kazakhstan,KAZ,2020,109506200
Kazakhstan,KAZ,2021,112075000
Kazakhstan,KAZ,2022,117791200
Kazakhstan,KAZ,2023,112740600
Kosovo,OWID_KOS,2004,0
Kosovo,OWID_KOS,2005,0
Kosovo,OWID_KOS,2006,0
Kosovo,OWID_KOS,2007,0
Kosovo,OWID_KOS,2008,7842000
Kosovo,OWID_KOS,2009,7839173
Kosovo,OWID_KOS,2010,7958090
Kosovo,OWID_KOS,2011,8212103
Kosovo,OWID_KOS,2012,8028397
Kosovo,OWID_KOS,2013,8219393
Kosovo,OWID_KOS,2014,7204211
Kosovo,OWID_KOS,2015,8240694
Kosovo,OWID_KOS,2016,8800848
Kosovo,OWID_KOS,2017,7574697
Kosovo,OWID_KOS,2018,7169767
Kosovo,OWID_KOS,2019,8063051
Kosovo,OWID_KOS,2020,8537948
Kosovo,OWID_KOS,2021,8535435
Kosovo,OWID_KOS,2022,8344548
Kosovo,OWID_KOS,2023,7071048
Kyrgyzstan,KGZ,1992,2151000
Kyrgyzstan,KGZ,1993,1721000
Kyrgyzstan,KGZ,1994,848000
Kyrgyzstan,KGZ,1995,463200
Kyrgyzstan,KGZ,1996,409900
Kyrgyzstan,KGZ,1997,521500
Kyrgyzstan,KGZ,1998,432400
Kyrgyzstan,KGZ,1999,417000
Kyrgyzstan,KGZ,2000,424900
Kyrgyzstan,KGZ,2001,475000
Kyrgyzstan,KGZ,2002,459000
Kyrgyzstan,KGZ,2003,415300
Kyrgyzstan,KGZ,2004,456300
Kyrgyzstan,KGZ,2005,300000
Kyrgyzstan,KGZ,2006,300000
Kyrgyzstan,KGZ,2007,400000
Kyrgyzstan,KGZ,2008,491800
Kyrgyzstan,KGZ,2009,606900
Kyrgyzstan,KGZ,2010,575000
Kyrgyzstan,KGZ,2011,830700
Kyrgyzstan,KGZ,2012,1163900
Kyrgyzstan,KGZ,2013,1407900
Kyrgyzstan,KGZ,2014,1777400
Kyrgyzstan,KGZ,2015,1928700
Kyrgyzstan,KGZ,2016,1851300
Kyrgyzstan,KGZ,2017,1870400
Kyrgyzstan,KGZ,2018,2395200
Kyrgyzstan,KGZ,2019,2606000
Kyrgyzstan,KGZ,2020,2677700
Kyrgyzstan,KGZ,2021,3062500
Kyrgyzstan,KGZ,2022,3775400
Kyrgyzstan,KGZ,2023,4177400
Laos,LAO,1994,3280
Laos,LAO,1995,35490
Laos,LAO,1996,75214
Laos,LAO,1997,108013
Laos,LAO,1998,86081
Laos,LAO,1999,538816
Laos,LAO,2000,300000
Laos,LAO,2001,210000
Laos,LAO,2002,301000
Laos,LAO,2003,291000
Laos,LAO,2004,346000
Laos,LAO,2005,370500
Laos,LAO,2006,381200
Laos,LAO,2007,148700
Laos,LAO,2008,416500
Laos,LAO,2009,567500
Laos,LAO,2010,713300
Laos,LAO,2011,678300
Laos,LAO,2012,841500
Laos,LAO,2013,508185
Laos,LAO,2014,131884
Laos,LAO,2015,4570096
Laos,LAO,2016,13235930
Laos,LAO,2017,13572776
Laos,LAO,2018,16046271
Laos,LAO,2019,15425056
Laos,LAO,2020,14686859
Laos,LAO,2021,14316593
Laos,LAO,2022,16629134
Laos,LAO,2023,18899177
Madagascar,MDG,1999,16000
Madagascar,MDG,2000,26000
Madagascar,MDG,2001,13375
Malawi,MWI,1986,11026
Malawi,MWI,1987,23531
Malawi,MWI,1988,39000
Malawi,MWI,1989,41500
Malawi,MWI,1990,41380
Malawi,MWI,1991,52347
Malawi,MWI,1992,52663
Malawi,MWI,1993,44958
Malawi,MWI,1994,60217
Malawi,MWI,1995,15000
Malawi,MWI,1996,69930
Malawi,MWI,1997,63210
Malawi,MWI,1998,54238
Malawi,MWI,1999,43831
Malawi,MWI,2000,34250
Malawi,MWI,2001,34410
Malawi,MWI,2002,43372
Malawi,MWI,2003,47037
Malawi,MWI,2004,40891
Malawi,MWI,2005,51870
Malawi,MWI,2006,60408
Malawi,MWI,2007,58550
Malawi,MWI,2008,57477
Malawi,MWI,2009,59201
Malawi,MWI,2010,79186
Malawi,MWI,2011,83146
Malawi,MWI,2012,70552
Malawi,MWI,2013,67024
Malawi,MWI,2014,63673
Malawi,MWI,2015,58774
Malawi,MWI,2016,43338
Malawi,MWI,2017,45230
Malawi,MWI,2018,49753
Malawi,MWI,2019,54728
Malawi,MWI,2020,54876
Malawi,MWI,2021,30251
Malawi,MWI,2022,62166
Malawi,MWI,2023,65274
Malaysia,MYS,1990,98579
Malaysia,MYS,1991,64861
Malaysia,MYS,1992,74483
Malaysia,MYS,1993,263604
Malaysia,MYS,1994,173749
Malaysia,MYS,1995,114100
Malaysia,MYS,1996,73747
Malaysia,MYS,1997,105231
Malaysia,MYS,1998,349849
Malaysia,MYS,1999,308502
Malaysia,MYS,2000,382942
Malaysia,MYS,2001,497733
Malaysia,MYS,2002,352513
Malaysia,MYS,2003,174800
Malaysia,MYS,2004,389176
Malaysia,MYS,2005,789356
Malaysia,MYS,2006,901801
Malaysia,MYS,2007,1063078
Malaysia,MYS,2008,1166525
Malaysia,MYS,2009,2138390
Malaysia,MYS,2010,2397340
Malaysia,MYS,2011,2915788
Malaysia,MYS,2012,2951124
Malaysia,MYS,2013,2907963
Malaysia,MYS,2014,2667764
Malaysia,MYS,2015,2559444
Malaysia,MYS,2016,2414765
Malaysia,MYS,2017,2988212
Malaysia,MYS,2018,2652813
Malaysia,MYS,2019,3459122
Malaysia,MYS,2020,2978248
Malaysia,MYS,2021,3110605
Malaysia,MYS,2022,3405847
Malaysia,MYS,2023,4068049
Mexico,MEX,1970,3614000
Mexico,MEX,1971,3552000
Mexico,MEX,1972,3613929
Mexico,MEX,1973,4263137
Mexico,MEX,1974,5165739
Mexico,MEX,1975,5193448
Mexico,MEX,1976,5649628
Mexico,MEX,1977,6610223
Mexico,MEX,1978,6755556
Mexico,MEX,1979,7356696
Mexico,MEX,1980,7009716
Mexico,MEX,1981,8086474
Mexico,MEX,1982,7618871
Mexico,MEX,1983,8999467
Mexico,MEX,1984,9387822
Mexico,MEX,1985,9770751
Mexico,MEX,1986,10158000
Mexico,MEX,1987,11137054
Mexico,MEX,1988,10586336
Mexico,MEX,1989,9983087
Mexico,MEX,1990,10013655
Mexico,MEX,1991,9401325
Mexico,MEX,1992,8699927
Mexico,MEX,1993,10215352
Mexico,MEX,1994,11432222
Mexico,MEX,1995,11800258
Mexico,MEX,1996,13746817
Mexico,MEX,1997,12707443
Mexico,MEX,1998,12378788
Mexico,MEX,1999,13302345
Mexico,MEX,2000,14287138
Mexico,MEX,2001,12176884
Mexico,MEX,2002,11405034
Mexico,MEX,2003,11305023
Mexico,MEX,2004,12034844
Mexico,MEX,2005,11749126
Mexico,MEX,2006,16084718
Mexico,MEX,2007,16792109
Mexico,MEX,2008,15038557
Mexico,MEX,2009,13555680
Mexico,MEX,2010,16318120
Mexico,MEX,2011,20967630
Mexico,MEX,2012,16276556
Mexico,MEX,2013,15717587
Mexico,MEX,2014,15874413
Mexico,MEX,2015,15716400
Mexico,MEX,2016,13676593
Mexico,MEX,2017,12748000
Mexico,MEX,2018,12000000
Mexico,MEX,2020,7000000
Mexico,MEX,2021,7000000
Mexico,MEX,2022,7000000
Mexico,MEX,2023,7000000
Mongolia,MNG,1970,1748000
Mongolia,MNG,1971,1996000
Mongolia,MNG,1972,2253000
Mongolia,MNG,1973,2324000
Mongolia,MNG,1974,2474000
Mongolia,MNG,1975,2726000
Mongolia,MNG,1976,2921000
Mongolia,MNG,1977,3324000
Mongolia,MNG,1978,3798000
Mongolia,MNG,1979,4115000
Mongolia,MNG,1980,4377000
Mongolia,MNG,1981,4303000
Mongolia,MNG,1982,4921000
Mongolia,MNG,1983,4974000
Mongolia,MNG,1984,5431000
Mongolia,MNG,1985,6518000
Mongolia,MNG,1986,7064000
Mongolia,MNG,1987,7765000
Mongolia,MNG,1988,8606000
Mongolia,MNG,1989,8000000
Mongolia,MNG,1990,6367800
Mongolia,MNG,1991,6354700
Mongolia,MNG,1992,6247300
Mongolia,MNG,1993,5608500
Mongolia,MNG,1994,4980000
Mongolia,MNG,1995,5003000
Mongolia,MNG,1996,5110600
Mongolia,MNG,1997,4924000
Mongolia,MNG,1998,5057000
Mongolia,MNG,1999,4952000
Mongolia,MNG,2000,5000000
Mongolia,MNG,2001,5200000
Mongolia,MNG,2002,5400000
Mongolia,MNG,2003,5666100
Mongolia,MNG,2004,6865000
Mongolia,MNG,2005,7517100
Mongolia,MNG,2006,8074100
Mongolia,MNG,2007,4572700
Mongolia,MNG,2008,4843900
Mongolia,MNG,2009,14365500
Mongolia,MNG,2010,25161900
Mongolia,MNG,2011,32994400
Mongolia,MNG,2012,31139000
Mongolia,MNG,2013,33341000
Mongolia,MNG,2014,24449000
Mongolia,MNG,2015,23979000
Mongolia,MNG,2016,35522300
Mongolia,MNG,2017,48145100
Mongolia,MNG,2018,51401300
Mongolia,MNG,2019,55799400
Mongolia,MNG,2020,43844800
Mongolia,MNG,2021,33691800
Mongolia,MNG,2022,37294700
Mongolia,MNG,2023,85262300
Montenegro,MNE,2006,1502334
Montenegro,MNE,2007,1195515
Montenegro,MNE,2008,1740076
Montenegro,MNE,2009,957164
Montenegro,MNE,2010,1937847
Montenegro,MNE,2011,1972671
Montenegro,MNE,2012,1706302
Montenegro,MNE,2013,1692535
Montenegro,MNE,2014,1655045
Montenegro,MNE,2015,1770658
Montenegro,MNE,2016,1397529
Montenegro,MNE,2017,1474855
Montenegro,MNE,2018,1595876
Montenegro,MNE,2019,1605189
Montenegro,MNE,2020,1665400
Montenegro,MNE,2021,1548600
Montenegro,MNE,2022,1722500
Montenegro,MNE,2023,1862200
Morocco,MAR,1970,433000
Morocco,MAR,1971,474500
Morocco,MAR,1972,546800
Morocco,MAR,1973,565000
Morocco,MAR,1974,574000
Morocco,MAR,1975,652000
Morocco,MAR,1976,702000
Morocco,MAR,1977,707000
Morocco,MAR,1978,720000
Morocco,MAR,1979,710000
Morocco,MAR,1980,680000
Morocco,MAR,1981,703000
Morocco,MAR,1982,735000
Morocco,MAR,1983,751000
Morocco,MAR,1984,837500
Morocco,MAR,1985,774500
Morocco,MAR,1986,775000
Morocco,MAR,1987,634200
Morocco,MAR,1988,636700
Morocco,MAR,1989,504300
Morocco,MAR,1990,526000
Morocco,MAR,1991,550840
Morocco,MAR,1992,575800
Morocco,MAR,1993,603800
Morocco,MAR,1994,650400
Morocco,MAR,1995,649600
Morocco,MAR,1996,505600
Morocco,MAR,1997,376300
Morocco,MAR,1998,269100
Morocco,MAR,1999,129200
Morocco,MAR,2000,30810
Morocco,MAR,2001,1908
Morocco,MAR,2002,302
Morocco,MAR,2003,214
Morocco,MAR,2004,0
Mozambique,MOZ,1970,351016
Mozambique,MOZ,1971,328673
Mozambique,MOZ,1972,309912
Mozambique,MOZ,1973,394195
Mozambique,MOZ,1974,425843
Mozambique,MOZ,1975,574843
Mozambique,MOZ,1976,553000
Mozambique,MOZ,1977,310000
Mozambique,MOZ,1978,118000
Mozambique,MOZ,1979,320000
Mozambique,MOZ,1980,409000
Mozambique,MOZ,1981,535000
Mozambique,MOZ,1982,67000
Mozambique,MOZ,1983,58713
Mozambique,MOZ,1984,66855
Mozambique,MOZ,1985,20400
Mozambique,MOZ,1986,3895
Mozambique,MOZ,1987,43319
Mozambique,MOZ,1988,23856
Mozambique,MOZ,1989,62010
Mozambique,MOZ,1990,40411
Mozambique,MOZ,1991,50832
Mozambique,MOZ,1992,12618
Mozambique,MOZ,1993,8740
Mozambique,MOZ,1999,8573
Mozambique,MOZ,2000,16115
Mozambique,MOZ,2001,27600
Mozambique,MOZ,2002,43512
Mozambique,MOZ,2003,36742
Mozambique,MOZ,2004,16525
Mozambique,MOZ,2005,3417
Mozambique,MOZ,2006,40953
Mozambique,MOZ,2007,23602
Mozambique,MOZ,2008,37700
Mozambique,MOZ,2009,25924
Mozambique,MOZ,2010,38260
Mozambique,MOZ,2011,648220
Mozambique,MOZ,2012,4900000
Mozambique,MOZ,2013,5500000
Mozambique,MOZ,2014,8500000
Mozambique,MOZ,2015,8600000
Mozambique,MOZ,2016,5500000
Mozambique,MOZ,2017,11260000
Mozambique,MOZ,2018,12926416
Mozambique,MOZ,2019,10339536
Mozambique,MOZ,2020,8041211
Mozambique,MOZ,2021,11079683
Mozambique,MOZ,2022,14806233
Mozambique,MOZ,2023,15000000
Myanmar,MMR,1970,15259
Myanmar,MMR,1971,19711
Myanmar,MMR,1972,21456
Myanmar,MMR,1973,14450
Myanmar,MMR,1974,13154
Myanmar,MMR,1975,15555
Myanmar,MMR,1976,18698
Myanmar,MMR,1977,28800
Myanmar,MMR,1978,12184
Myanmar,MMR,1979,13818
Myanmar,MMR,1980,11213
Myanmar,MMR,1981,18327
Myanmar,MMR,1982,29119
Myanmar,MMR,1983,35969
Myanmar,MMR,1984,43200
Myanmar,MMR,1985,43800
Myanmar,MMR,1986,38100
Myanmar,MMR,1987,39334
Myanmar,MMR,1988,26968
Myanmar,MMR,1990,31396
Myanmar,MMR,1991,56695
Myanmar,MMR,1992,37520
Myanmar,MMR,1993,33384
Myanmar,MMR,1994,31485
Myanmar,MMR,1995,34708
Myanmar,MMR,1996,30700
Myanmar,MMR,1998,31025
Myanmar,MMR,1999,42773
Myanmar,MMR,2000,52811
Myanmar,MMR,2001,41736
Myanmar,MMR,2002,115175
Myanmar,MMR,2003,109214
Myanmar,MMR,2004,237949
Myanmar,MMR,2005,220942
Myanmar,MMR,2006,351559
Myanmar,MMR,2007,282655
Myanmar,MMR,2008,241299
Myanmar,MMR,2009,231271
Myanmar,MMR,2010,235743
Myanmar,MMR,2011,355693
Myanmar,MMR,2012,471022
Myanmar,MMR,2013,380272
Myanmar,MMR,2014,386732
Myanmar,MMR,2015,373596
Myanmar,MMR,2016,506262
Myanmar,MMR,2017,677774
Myanmar,MMR,2018,1200619
Myanmar,MMR,2019,1941557
Myanmar,MMR,2020,1879810
Myanmar,MMR,2021,1453194
Myanmar,MMR,2022,1727495
Myanmar,MMR,2023,1730000
Nepal,NPL,2000,17530
Nepal,NPL,2001,16589
Nepal,NPL,2002,9612
Nepal,NPL,2003,11848
Nepal,NPL,2004,10459
Nepal,NPL,2005,9259
Nepal,NPL,2006,11963
Nepal,NPL,2007,16374
Nepal,NPL,2008,13845
Nepal,NPL,2009,14819
Nepal,NPL,2010,11799
Nepal,NPL,2011,13165
Nepal,NPL,2012,10904
Nepal,NPL,2013,14084
Nepal,NPL,2014,8151
Nepal,NPL,2015,6754
Nepal,NPL,2016,1722
Nepal,NPL,2017,7270
Nepal,NPL,2018,15463
Nepal,NPL,2019,7184
Nepal,NPL,2020,7250
Nepal,NPL,2021,11304
Nepal,NPL,2022,6927
Nepal,NPL,2023,7000
New Zealand,NZL,1970,2386193
New Zealand,NZL,1971,2124246
New Zealand,NZL,1972,2181000
New Zealand,NZL,1973,2468543
New Zealand,NZL,1974,2564317
New Zealand,NZL,1975,2412400
New Zealand,NZL,1976,2486000
New Zealand,NZL,1977,2368900
New Zealand,NZL,1978,2182500
New Zealand,NZL,1979,1946300
New Zealand,NZL,1980,2161200
New Zealand,NZL,1981,2196200
New Zealand,NZL,1982,2244400
New Zealand,NZL,1983,2483600
New Zealand,NZL,1984,2526600
New Zealand,NZL,1985,2547800
New Zealand,NZL,1986,2640700
New Zealand,NZL,1987,2401956
New Zealand,NZL,1988,2400556
New Zealand,NZL,1989,2712998
New Zealand,NZL,1990,2584252
New Zealand,NZL,1991,2684147
New Zealand,NZL,1992,2984011
New Zealand,NZL,1993,3090779
New Zealand,NZL,1994,3033196
New Zealand,NZL,1995,3445038
New Zealand,NZL,1996,3509334
New Zealand,NZL,1997,3664034
New Zealand,NZL,1998,3303880
New Zealand,NZL,1999,3505730
New Zealand,NZL,2000,3585635
New Zealand,NZL,2001,3911396
New Zealand,NZL,2002,4458939
New Zealand,NZL,2003,5179912
New Zealand,NZL,2004,5155394
New Zealand,NZL,2005,5267161
New Zealand,NZL,2006,5767911
New Zealand,NZL,2007,4835408
New Zealand,NZL,2008,4909421
New Zealand,NZL,2009,4563333
New Zealand,NZL,2010,5330500
New Zealand,NZL,2011,4944700
New Zealand,NZL,2012,4926200
New Zealand,NZL,2013,4625400
New Zealand,NZL,2014,3984447
New Zealand,NZL,2015,3390648
New Zealand,NZL,2016,2866622
New Zealand,NZL,2017,2918563
New Zealand,NZL,2018,3230798
New Zealand,NZL,2019,3033983
New Zealand,NZL,2020,2818682
New Zealand,NZL,2021,2867611
New Zealand,NZL,2022,2637476
New Zealand,NZL,2023,2600084
Niger,NER,1980,690
Niger,NER,1981,79800
Niger,NER,1982,96300
Niger,NER,1983,153603
Niger,NER,1984,123644
Niger,NER,1985,150635
Niger,NER,1986,148111
Niger,NER,1987,164313
Niger,NER,1988,150000
Niger,NER,1989,171434
Niger,NER,1990,153913
Niger,NER,1991,156542
Niger,NER,1992,133525
Niger,NER,1993,150000
Niger,NER,1994,150000
Niger,NER,1995,170971
Niger,NER,1996,182022
Niger,NER,1997,162840
Niger,NER,1998,181213
Niger,NER,1999,168466
Niger,NER,2000,158200
Niger,NER,2001,163275
Niger,NER,2002,182916
Niger,NER,2003,188915
Niger,NER,2004,200384
Niger,NER,2005,182060
Niger,NER,2006,176320
Niger,NER,2007,171296
Niger,NER,2008,182912
Niger,NER,2009,225072
Niger,NER,2010,246558
Niger,NER,2011,246016
Niger,NER,2012,235072
Niger,NER,2013,241792
Niger,NER,2014,255936
Niger,NER,2015,221024
Niger,NER,2016,246631
Niger,NER,2017,233792
Niger,NER,2018,221580
Niger,NER,2019,225920
Niger,NER,2020,246880
Niger,NER,2021,105760
Niger,NER,2022,235328
Niger,NER,2023,100000
Nigeria,NGA,1970,59732
Nigeria,NGA,1971,157950
Nigeria,NGA,1972,341000
Nigeria,NGA,1973,355415
Nigeria,NGA,1974,312304
Nigeria,NGA,1975,284494
Nigeria,NGA,1976,135514
Nigeria,NGA,1977,237510
Nigeria,NGA,1978,264000
Nigeria,NGA,1979,170367
Nigeria,NGA,1980,194191
Nigeria,NGA,1981,170169
Nigeria,NGA,1982,56022
Nigeria,NGA,1983,53574
Nigeria,NGA,1984,76077
Nigeria,NGA,1985,139744
Nigeria,NGA,1986,144411
Nigeria,NGA,1987,117917
Nigeria,NGA,1988,82488
Nigeria,NGA,1989,57379
Nigeria,NGA,1990,77502
Nigeria,NGA,1991,100074
Nigeria,NGA,1992,86657
Nigeria,NGA,1993,27686
Nigeria,NGA,1994,13153
Nigeria,NGA,1995,19505
Nigeria,NGA,1996,7800
Nigeria,NGA,1997,9830
Nigeria,NGA,1998,20000
Nigeria,NGA,1999,20000
Nigeria,NGA,2000,10000
Nigeria,NGA,2001,10000
Nigeria,NGA,2002,10000
Nigeria,NGA,2003,23089
Nigeria,NGA,2004,20000
Nigeria,NGA,2005,20000
Nigeria,NGA,2006,20000
Nigeria,NGA,2007,20000
Nigeria,NGA,2008,30000
Nigeria,NGA,2009,40000
Nigeria,NGA,2010,35713
Nigeria,NGA,2011,13427
Nigeria,NGA,2012,62410
Nigeria,NGA,2013,40360
Nigeria,NGA,2014,46000
Nigeria,NGA,2015,47000
Nigeria,NGA,2016,2659996
Nigeria,NGA,2017,2297671
Nigeria,NGA,2018,2691673
Nigeria,NGA,2019,2722620
Nigeria,NGA,2020,2351350
Nigeria,NGA,2021,2506050
Nigeria,NGA,2022,3043000
Nigeria,NGA,2023,1322050
North Korea,PRK,1970,27300000
North Korea,PRK,1971,30300000
North Korea,PRK,1972,33840000
North Korea,PRK,1973,34000000
North Korea,PRK,1974,38900000
North Korea,PRK,1975,44000000
North Korea,PRK,1976,41000000
North Korea,PRK,1977,43000000
North Korea,PRK,1978,44000000
North Korea,PRK,1979,44500000
North Korea,PRK,1980,46000000
North Korea,PRK,1981,46000000
North Korea,PRK,1982,46700000
North Korea,PRK,1983,47000000
North Korea,PRK,1984,56500000
North Korea,PRK,1985,51000000
North Korea,PRK,1986,52000000
North Korea,PRK,1987,52000000
North Korea,PRK,1988,52500000
North Korea,PRK,1989,53700000
North Korea,PRK,1990,53700000
North Korea,PRK,1991,56300000
North Korea,PRK,1992,56100000
North Korea,PRK,1993,43000000
North Korea,PRK,1995,23700000
North Korea,PRK,1996,43300000
North Korea,PRK,1997,20600000
North Korea,PRK,1998,90300000
North Korea,PRK,1999,21200000
North Korea,PRK,2000,22500000
North Korea,PRK,2001,23100000
North Korea,PRK,2002,24000000
North Korea,PRK,2003,22300000
North Korea,PRK,2004,22800000
North Korea,PRK,2005,23500000
North Korea,PRK,2006,23000000
North Korea,PRK,2007,24100000
North Korea,PRK,2008,25060000
North Korea,PRK,2009,36000000
North Korea,PRK,2010,41000000
North Korea,PRK,2011,25500000
North Korea,PRK,2012,25800000
North Korea,PRK,2013,27861000
North Korea,PRK,2014,27081000
North Korea,PRK,2015,31115000
North Korea,PRK,2016,35741000
North Korea,PRK,2017,21738000
North Korea,PRK,2018,18080000
North Korea,PRK,2019,20210000
North Korea,PRK,2020,19000000
North Korea,PRK,2021,15600000
North Korea,PRK,2022,16300000
North Korea,PRK,2023,17100000
North Macedonia,MKD,1992,6472920
North Macedonia,MKD,1993,6917774
North Macedonia,MKD,1994,6859762
North Macedonia,MKD,1995,7249000
North Macedonia,MKD,1996,7145000
North Macedonia,MKD,1997,6700000
North Macedonia,MKD,1998,8180000
North Macedonia,MKD,1999,7300000
North Macedonia,MKD,2000,7427606
North Macedonia,MKD,2001,8047003
North Macedonia,MKD,2002,7443360
North Macedonia,MKD,2003,7200793
North Macedonia,MKD,2004,7129535
North Macedonia,MKD,2005,6879726
North Macedonia,MKD,2006,6650182
North Macedonia,MKD,2007,6569220
North Macedonia,MKD,2008,7669103
North Macedonia,MKD,2009,7395915
North Macedonia,MKD,2010,6583074
North Macedonia,MKD,2011,7902084
North Macedonia,MKD,2012,7309546
North Macedonia,MKD,2013,6633560
North Macedonia,MKD,2014,6469819
North Macedonia,MKD,2015,5927749
North Macedonia,MKD,2016,5130055
North Macedonia,MKD,2017,5056918
North Macedonia,MKD,2018,4946486
North Macedonia,MKD,2019,5066083
North Macedonia,MKD,2020,4532745
North Macedonia,MKD,2021,4758504
North Macedonia,MKD,2022,5520778
North Macedonia,MKD,2023,4091133
Norway,NOR,1970,483907
Norway,NOR,1971,455465
Norway,NOR,1972,472842
Norway,NOR,1973,411503
Norway,NOR,1974,461040
Norway,NOR,1975,422342
Norway,NOR,1976,524729
Norway,NOR,1977,436784
Norway,NOR,1978,402084
Norway,NOR,1979,280280
